customer_state,order_purchase_date,Total_sales
PA,2017-01-26,411.93
PA,2017-01-27,141.23
PA,2017-01-28,124.08000000000001
PA,2017-01-31,380.42
PA,2017-02-01,839.9300000000001
PA,2017-02-02,1721.94
PA,2017-02-03,239.35000000000002
PA,2017-02-05,244.43
PA,2017-02-08,679.35
PA,2017-02-10,85.79
PA,2017-02-14,165.16
PA,2017-02-16,119.62
PA,2017-02-18,229.8
PA,2017-02-25,449.22
PA,2017-02-26,162.13
PA,2017-03-01,148.04000000000002
PA,2017-03-02,77.75
PA,2017-03-03,37.62
PA,2017-03-05,183.08
PA,2017-03-06,68.14
PA,2017-03-08,777.88
PA,2017-03-09,78.5
PA,2017-03-10,4606.36
PA,2017-03-11,151.15
PA,2017-03-12,104.53
PA,2017-03-14,26.13
PA,2017-03-15,608.67
PA,2017-03-20,262.35
PA,2017-03-21,166.01
PA,2017-03-22,119.91000000000001
PA,2017-03-24,465.06
PA,2017-03-28,999.28
PA,2017-03-30,46.12
PA,2017-03-31,121.00999999999999
PA,2017-04-02,110.03
PA,2017-04-03,201.83
PA,2017-04-06,68.03999999999999
PA,2017-04-07,127.12
PA,2017-04-08,110.86
PA,2017-04-09,75.53
PA,2017-04-10,168.55
PA,2017-04-11,140.15
PA,2017-04-12,53.65
PA,2017-04-13,47.62
PA,2017-04-14,66.63
PA,2017-04-15,187.99
PA,2017-04-19,208.79
PA,2017-04-20,278.5
PA,2017-04-24,208.33999999999997
PA,2017-04-25,41.06
PA,2017-04-26,438.69000000000005
PA,2017-04-29,99.9
PA,2017-05-02,194.51
PA,2017-05-03,141.23
PA,2017-05-05,669.47
PA,2017-05-06,528.04
PA,2017-05-08,264.63
PA,2017-05-09,951.91
PA,2017-05-11,60.629999999999995
PA,2017-05-12,579.9200000000001
PA,2017-05-13,193.67000000000002
PA,2017-05-14,257.45
PA,2017-05-15,1449.1
PA,2017-05-16,115.63
PA,2017-05-17,570.96
PA,2017-05-19,71.53
PA,2017-05-21,75.62
PA,2017-05-22,190.54000000000002
PA,2017-05-23,565.41
PA,2017-05-26,451.45
PA,2017-05-27,126.41
PA,2017-05-28,258.74
PA,2017-05-29,164.46
PA,2017-05-30,954.95
PA,2017-06-01,169.72
PA,2017-06-02,55.62
PA,2017-06-03,86.8
PA,2017-06-05,904.48
PA,2017-06-08,279.56
PA,2017-06-09,1212.69
PA,2017-06-10,436.04
PA,2017-06-11,51.78
PA,2017-06-12,179.35
PA,2017-06-14,807.74
PA,2017-06-15,139.38
PA,2017-06-16,170.79
PA,2017-06-18,246.32999999999998
PA,2017-06-19,44.49
PA,2017-06-20,483.62
PA,2017-06-22,58.120000000000005
PA,2017-06-23,42.62
PA,2017-06-25,80.56
PA,2017-06-27,369.73
PA,2017-06-28,395.04
PA,2017-06-29,493.69000000000005
PA,2017-06-30,465.23
PA,2017-07-01,302.04999999999995
PA,2017-07-03,656.42
PA,2017-07-04,1000.72
PA,2017-07-05,105.63
PA,2017-07-06,443.66999999999996
PA,2017-07-11,287.11
PA,2017-07-13,54.629999999999995
PA,2017-07-15,166.4
PA,2017-07-17,206.53
PA,2017-07-18,1058.18
PA,2017-07-19,1014.55
PA,2017-07-20,565.28
PA,2017-07-21,382.18999999999994
PA,2017-07-22,139.06
PA,2017-07-23,352.28
PA,2017-07-24,410.85
PA,2017-07-27,1171.77
PA,2017-07-30,538.08
PA,2017-07-31,2492.1000000000004
PA,2017-08-01,73.84
PA,2017-08-02,56.05
PA,2017-08-04,149.26999999999998
PA,2017-08-05,64.8
PA,2017-08-06,301.31
PA,2017-08-07,320.71000000000004
PA,2017-08-08,364.40999999999997
PA,2017-08-09,436.28000000000003
PA,2017-08-10,1120.37
PA,2017-08-11,412.15
PA,2017-08-14,203.82999999999998
PA,2017-08-16,435.54
PA,2017-08-17,423.05
PA,2017-08-19,93.85
PA,2017-08-21,38.629999999999995
PA,2017-08-22,177.39
PA,2017-08-23,143.65
PA,2017-08-25,217.07999999999998
PA,2017-08-26,2705.8300000000004
PA,2017-08-27,158.5
PA,2017-08-28,68.89
PA,2017-08-29,232.06
PA,2017-08-30,253.49
PA,2017-08-31,211.22
PA,2017-09-01,3041.9599999999996
PA,2017-09-03,108.86999999999999
PA,2017-09-05,971.98
PA,2017-09-06,244.26
PA,2017-09-10,830.38
PA,2017-09-11,67.53
PA,2017-09-12,965.6399999999999
PA,2017-09-13,360.52
PA,2017-09-14,47.62
PA,2017-09-15,475.52
PA,2017-09-18,257.74
PA,2017-09-19,54.83
PA,2017-09-20,75.53
PA,2017-09-21,43.62
PA,2017-09-22,449.21
PA,2017-09-24,72.56
PA,2017-09-25,170.92000000000002
PA,2017-09-27,37.53
PA,2017-09-29,92.62
PA,2017-10-01,351.22
PA,2017-10-02,250.05
PA,2017-10-03,386.39
PA,2017-10-04,754.56
PA,2017-10-05,267.74
PA,2017-10-06,222.86
PA,2017-10-08,384.36
PA,2017-10-09,604.12
PA,2017-10-10,295.15999999999997
PA,2017-10-11,301.7
PA,2017-10-12,733.64
PA,2017-10-13,335.65000000000003
PA,2017-10-14,146.12
PA,2017-10-15,327.28
PA,2017-10-17,84.9
PA,2017-10-18,266.88
PA,2017-10-19,615.03
PA,2017-10-20,186.6
PA,2017-10-22,426.09000000000003
PA,2017-10-24,112.42000000000002
PA,2017-10-26,155.75
PA,2017-10-28,263.23
PA,2017-10-29,286.17
PA,2017-10-30,715.48
PA,2017-10-31,570.46
PA,2017-11-01,226.33
PA,2017-11-03,223.35
PA,2017-11-05,99.87
PA,2017-11-07,3747.6600000000003
PA,2017-11-09,843.1100000000001
PA,2017-11-10,1457.11
PA,2017-11-11,818.95
PA,2017-11-12,388.83000000000004
PA,2017-11-13,2131.2799999999997
PA,2017-11-14,470.52000000000004
PA,2017-11-16,341.86
PA,2017-11-18,600.9300000000001
PA,2017-11-19,306.4
PA,2017-11-20,1376.4900000000002
PA,2017-11-21,182.15
PA,2017-11-22,66.05
PA,2017-11-23,952.9399999999999
PA,2017-11-24,3331.6099999999997
PA,2017-11-25,2326.35
PA,2017-11-26,1285.16
PA,2017-11-27,61.79
PA,2017-11-28,938.15
PA,2017-11-29,632.46
PA,2017-11-30,745.04
PA,2017-12-01,824.9100000000001
PA,2017-12-02,157.2
PA,2017-12-03,652.89
PA,2017-12-04,281.52
PA,2017-12-05,529.8199999999999
PA,2017-12-06,760.7
PA,2017-12-07,280.86
PA,2017-12-08,714.12
PA,2017-12-09,151.26
PA,2017-12-11,353.58
PA,2017-12-12,1330.71
PA,2017-12-13,158.5
PA,2017-12-14,159.34
PA,2017-12-15,61.629999999999995
PA,2017-12-16,128.09
PA,2017-12-17,142.75
PA,2017-12-18,1323.5900000000001
PA,2017-12-19,292.76
PA,2017-12-20,464.04
PA,2017-12-22,104.03
PA,2017-12-23,2036.91
PA,2017-12-24,424.68
PA,2017-12-25,250.42000000000002
PA,2017-12-26,463.65
PA,2017-12-27,69.03
PA,2017-12-28,522.3
PA,2017-12-31,200.61
PA,2018-01-02,227.54
PA,2018-01-03,218.2
PA,2018-01-04,734.3899999999999
PA,2018-01-05,223.57999999999998
PA,2018-01-07,556.58
PA,2018-01-08,102.84
PA,2018-01-09,524.1
PA,2018-01-10,354.81999999999994
PA,2018-01-11,344.12
PA,2018-01-12,592.1
PA,2018-01-13,243.71
PA,2018-01-14,380.2
PA,2018-01-15,1799.06
PA,2018-01-16,74.63
PA,2018-01-17,558.3399999999999
PA,2018-01-18,874.3299999999999
PA,2018-01-20,1934.3400000000001
PA,2018-01-21,233.18
PA,2018-01-22,426.03
PA,2018-01-23,283.41
PA,2018-01-24,96.32
PA,2018-01-25,392.94
PA,2018-01-27,180.96
PA,2018-01-28,125.88000000000001
PA,2018-01-29,325.41
PA,2018-01-30,102.31
PA,2018-01-31,796.26
PA,2018-02-01,1347.74
PA,2018-02-02,1621.78
PA,2018-02-03,159.74
PA,2018-02-04,1874.08
PA,2018-02-05,254.27
PA,2018-02-06,419.93
PA,2018-02-07,347.55
PA,2018-02-08,192.7
PA,2018-02-09,289.74
PA,2018-02-10,298.48
PA,2018-02-11,263.35
PA,2018-02-12,503.5
PA,2018-02-13,3596.13
PA,2018-02-14,101.68
PA,2018-02-15,361.95000000000005
PA,2018-02-16,414.95
PA,2018-02-17,3130.56
PA,2018-02-18,1289.58
PA,2018-02-19,85.22999999999999
PA,2018-02-20,387.19
PA,2018-02-21,195.43
PA,2018-02-22,439.5400000000001
PA,2018-02-23,220.41000000000003
PA,2018-02-24,427.21
PA,2018-02-25,361.22999999999996
PA,2018-02-26,787.74
PA,2018-02-27,3322.92
PA,2018-02-28,4379.62
PA,2018-03-01,785.3299999999999
PA,2018-03-02,208.25
PA,2018-03-03,550.73
PA,2018-03-04,100.11
PA,2018-03-05,296.76
PA,2018-03-06,125.25
PA,2018-03-07,755.87
PA,2018-03-08,443.67999999999995
PA,2018-03-09,246.01
PA,2018-03-10,1835.8799999999999
PA,2018-03-11,629.49
PA,2018-03-13,375.71999999999997
PA,2018-03-14,462.84000000000003
PA,2018-03-15,97.74000000000001
PA,2018-03-16,639.23
PA,2018-03-17,214.94
PA,2018-03-18,169.83
PA,2018-03-19,544.9599999999999
PA,2018-03-20,509.93999999999994
PA,2018-03-21,2328.7200000000003
PA,2018-03-22,362.67
PA,2018-03-23,1821.0099999999998
PA,2018-03-24,187.91
PA,2018-03-25,1073.25
PA,2018-03-26,696.02
PA,2018-03-27,281.96
PA,2018-03-28,725.23
PA,2018-03-29,444.95
PA,2018-03-30,430.28
PA,2018-03-31,1251.78
PA,2018-04-01,222.57
PA,2018-04-02,87.67
PA,2018-04-04,137.36
PA,2018-04-05,496.25
PA,2018-04-06,510.22
PA,2018-04-07,586.07
PA,2018-04-09,1020.43
PA,2018-04-10,293.52
PA,2018-04-11,440.18999999999994
PA,2018-04-12,118.09
PA,2018-04-13,1637.85
PA,2018-04-14,1034.51
PA,2018-04-15,830.97
PA,2018-04-16,224.18
PA,2018-04-17,793.03
PA,2018-04-18,638.28
PA,2018-04-19,855.76
PA,2018-04-20,834.9
PA,2018-04-21,374.9
PA,2018-04-22,700.6999999999999
PA,2018-04-23,115.96000000000001
PA,2018-04-24,559.73
PA,2018-04-25,270.32000000000005
PA,2018-04-26,503.65
PA,2018-04-29,235.95000000000002
PA,2018-04-30,458.97
PA,2018-05-01,253.72
PA,2018-05-02,699.11
PA,2018-05-03,501.41
PA,2018-05-04,518.61
PA,2018-05-05,644.72
PA,2018-05-06,315.21
PA,2018-05-07,1427.1
PA,2018-05-08,410.32
PA,2018-05-09,1537.1999999999998
PA,2018-05-10,485.41999999999996
PA,2018-05-12,29.619999999999997
PA,2018-05-13,288.24
PA,2018-05-15,1756.96
PA,2018-05-16,1623.3500000000001
PA,2018-05-17,145.9
PA,2018-05-18,424.73999999999995
PA,2018-05-19,328.90000000000003
PA,2018-05-20,76.88
PA,2018-05-21,124.97
PA,2018-05-22,646.76
PA,2018-05-23,136.01
PA,2018-05-24,130.70999999999998
PA,2018-05-26,170.01
PA,2018-05-27,226.68
PA,2018-05-28,87.1
PA,2018-05-29,410.26
PA,2018-05-30,76.25
PA,2018-05-31,73.83
PA,2018-06-01,536.22
PA,2018-06-02,326.37
PA,2018-06-03,328.71000000000004
PA,2018-06-04,173.53
PA,2018-06-05,120.09
PA,2018-06-07,365.1
PA,2018-06-08,142.0
PA,2018-06-09,378.82
PA,2018-06-10,186.79000000000002
PA,2018-06-11,306.31
PA,2018-06-13,121.98
PA,2018-06-14,224.69
PA,2018-06-15,853.04
PA,2018-06-16,300.06999999999994
PA,2018-06-17,149.46
PA,2018-06-18,222.95000000000002
PA,2018-06-19,467.28999999999996
PA,2018-06-20,1683.4099999999999
PA,2018-06-21,1530.69
PA,2018-06-22,791.77
PA,2018-06-23,351.22
PA,2018-06-24,282.4
PA,2018-06-25,177.91000000000003
PA,2018-06-26,1548.6
PA,2018-06-30,1005.65
PA,2018-07-01,89.7
PA,2018-07-02,427.28000000000003
PA,2018-07-03,2078.85
PA,2018-07-04,1133.42
PA,2018-07-06,286.08
PA,2018-07-09,102.84
PA,2018-07-10,107.77000000000001
PA,2018-07-11,72.56
PA,2018-07-13,1377.22
PA,2018-07-14,69.05
PA,2018-07-15,189.42000000000002
PA,2018-07-16,89.17
PA,2018-07-17,156.12
PA,2018-07-18,424.95000000000005
PA,2018-07-19,46.629999999999995
PA,2018-07-20,249.95000000000002
PA,2018-07-21,341.03
PA,2018-07-22,577.3199999999999
PA,2018-07-23,257.53999999999996
PA,2018-07-24,1051.69
PA,2018-07-25,1108.5
PA,2018-07-26,113.28
PA,2018-07-27,51.84
PA,2018-07-28,267.73
PA,2018-07-29,280.15999999999997
PA,2018-07-30,1313.97
PA,2018-07-31,551.89
PA,2018-08-01,2377.0699999999997
PA,2018-08-03,359.28000000000003
PA,2018-08-04,1030.03
PA,2018-08-05,1274.79
PA,2018-08-06,1834.4299999999998
PA,2018-08-07,728.51
PA,2018-08-08,6171.04
PA,2018-08-09,1197.5
PA,2018-08-10,770.8100000000001
PA,2018-08-11,266.5
PA,2018-08-13,670.95
PA,2018-08-14,136.28
PA,2018-08-15,344.33000000000004
PA,2018-08-16,463.15
PA,2018-08-17,1927.3600000000001
PA,2018-08-18,323.69
PA,2018-08-19,287.07
PA,2018-08-20,456.3
PA,2018-08-21,337.15
PA,2018-08-22,448.15999999999997
PA,2018-08-23,487.79999999999995
PA,2018-08-24,861.28
PA,2018-08-25,269.4
PA,2018-08-26,609.74
PA,2018-08-27,238.48000000000002
PB,2017-01-15,332.55
PB,2017-01-24,115.02000000000001
PB,2017-01-26,66.50999999999999
PB,2017-01-27,237.46
PB,2017-02-01,188.32
PB,2017-02-04,94.53999999999999
PB,2017-02-11,140.34
PB,2017-02-12,53.05
PB,2017-02-15,113.86000000000001
PB,2017-02-20,153.21
PB,2017-02-21,411.5
PB,2017-02-23,49.9
PB,2017-02-28,143.65
PB,2017-03-02,62.75
PB,2017-03-08,130.29000000000002
PB,2017-03-11,347.64
PB,2017-03-16,191.71
PB,2017-03-18,205.66000000000003
PB,2017-03-20,45.2
PB,2017-03-22,276.07
PB,2017-03-24,66.65
PB,2017-04-01,378.60999999999996
PB,2017-04-04,349.54
PB,2017-04-05,115.74
PB,2017-04-12,383.03
PB,2017-04-14,196.43
PB,2017-04-19,208.06
PB,2017-04-27,42.83
PB,2017-05-01,224.12
PB,2017-05-04,147.4
PB,2017-05-06,1283.05
PB,2017-05-09,761.58
PB,2017-05-13,447.77
PB,2017-05-16,214.82
PB,2017-05-18,69.74
PB,2017-05-19,134.66
PB,2017-05-20,332.27
PB,2017-05-21,419.67
PB,2017-05-24,652.91
PB,2017-05-26,561.59
PB,2017-05-30,45.739999999999995
PB,2017-06-02,869.09
PB,2017-06-04,573.74
PB,2017-06-05,362.63
PB,2017-06-07,624.3299999999999
PB,2017-06-09,115.62
PB,2017-06-11,590.93
PB,2017-06-12,137.14000000000001
PB,2017-06-14,38.82
PB,2017-06-16,137.67
PB,2017-06-17,723.59
PB,2017-06-18,221.01
PB,2017-06-22,1557.32
PB,2017-06-26,140.20000000000002
PB,2017-06-27,553.5500000000001
PB,2017-06-28,158.45999999999998
PB,2017-06-29,244.45999999999998
PB,2017-07-01,269.53999999999996
PB,2017-07-02,157.46
PB,2017-07-04,965.45
PB,2017-07-05,312.82
PB,2017-07-06,112.94
PB,2017-07-07,135.86
PB,2017-07-10,111.76
PB,2017-07-16,282.38
PB,2017-07-17,84.05
PB,2017-07-18,409.55
PB,2017-07-24,511.62
PB,2017-07-25,97.87
PB,2017-07-26,3485.05
PB,2017-07-28,185.68
PB,2017-07-31,56.05
PB,2017-08-02,223.08
PB,2017-08-04,159.32
PB,2017-08-05,392.54999999999995
PB,2017-08-06,125.94
PB,2017-08-07,386.88
PB,2017-08-08,315.14
PB,2017-08-10,407.2
PB,2017-08-11,398.33
PB,2017-08-13,81.13
PB,2017-08-15,289.45000000000005
PB,2017-08-16,99.9
PB,2017-08-17,221.82000000000002
PB,2017-08-18,872.43
PB,2017-08-20,749.23
PB,2017-08-21,221.19
PB,2017-08-25,1003.1999999999999
PB,2017-08-28,140.16
PB,2017-08-29,500.92999999999995
PB,2017-08-30,120.89999999999999
PB,2017-08-31,315.4
PB,2017-09-02,128.17000000000002
PB,2017-09-04,881.88
PB,2017-09-06,181.2
PB,2017-09-08,526.28
PB,2017-09-10,2720.88
PB,2017-09-11,669.93
PB,2017-09-14,2346.99
PB,2017-09-16,736.49
PB,2017-09-17,2412.9199999999996
PB,2017-09-20,202.42000000000002
PB,2017-09-21,638.53
PB,2017-09-22,441.62
PB,2017-09-23,382.31
PB,2017-09-24,1564.1399999999999
PB,2017-09-25,1201.65
PB,2017-09-26,391.61
PB,2017-09-29,180.82
PB,2017-10-01,33.39
PB,2017-10-02,835.4499999999999
PB,2017-10-06,543.94
PB,2017-10-09,822.54
PB,2017-10-12,185.60000000000002
PB,2017-10-16,48.05
PB,2017-10-17,170.74
PB,2017-10-19,83.9
PB,2017-10-21,246.3
PB,2017-10-22,478.04
PB,2017-10-23,148.04000000000002
PB,2017-10-24,397.03000000000003
PB,2017-10-27,399.1
PB,2017-10-28,440.34000000000003
PB,2017-10-30,276.62
PB,2017-10-31,59.739999999999995
PB,2017-11-01,409.08
PB,2017-11-02,1145.7199999999998
PB,2017-11-03,261.82
PB,2017-11-05,5614.65
PB,2017-11-06,93.75
PB,2017-11-07,100.82
PB,2017-11-08,167.45
PB,2017-11-09,113.08
PB,2017-11-10,685.45
PB,2017-11-11,385.9
PB,2017-11-15,168.85
PB,2017-11-16,1697.92
PB,2017-11-17,569.27
PB,2017-11-20,117.14
PB,2017-11-21,1259.21
PB,2017-11-22,167.32
PB,2017-11-23,248.76
PB,2017-11-24,1022.04
PB,2017-11-25,612.16
PB,2017-11-26,414.87
PB,2017-11-28,181.86
PB,2017-11-29,44.95
PB,2017-12-01,385.16999999999996
PB,2017-12-02,312.02
PB,2017-12-04,978.1999999999999
PB,2017-12-05,69.88
PB,2017-12-06,227.90999999999997
PB,2017-12-09,272.41
PB,2017-12-10,85.57
PB,2017-12-11,1031.85
PB,2017-12-12,649.4
PB,2017-12-13,192.68
PB,2017-12-15,63.58
PB,2017-12-16,723.72
PB,2017-12-18,159.85
PB,2017-12-20,81.44
PB,2017-12-22,344.53
PB,2017-12-23,295.98999999999995
PB,2017-12-25,64.14
PB,2017-12-27,194.82
PB,2017-12-28,60.65
PB,2018-01-01,265.61
PB,2018-01-03,289.94
PB,2018-01-05,199.0
PB,2018-01-06,198.63
PB,2018-01-07,398.88
PB,2018-01-08,980.07
PB,2018-01-10,374.8
PB,2018-01-11,468.12
PB,2018-01-12,118.1
PB,2018-01-14,1320.27
PB,2018-01-15,396.65
PB,2018-01-16,632.79
PB,2018-01-17,434.23
PB,2018-01-18,380.95000000000005
PB,2018-01-19,186.0
PB,2018-01-21,259.72
PB,2018-01-22,99.9
PB,2018-01-23,326.56
PB,2018-01-25,1239.12
PB,2018-01-26,218.72
PB,2018-01-27,794.8199999999999
PB,2018-01-28,103.28
PB,2018-01-30,62.19
PB,2018-01-31,1125.56
PB,2018-02-01,234.17000000000002
PB,2018-02-02,84.14
PB,2018-02-03,1120.7
PB,2018-02-04,192.6
PB,2018-02-05,372.98
PB,2018-02-06,112.23
PB,2018-02-07,106.11
PB,2018-02-10,1012.33
PB,2018-02-12,167.88
PB,2018-02-13,221.89999999999998
PB,2018-02-14,196.44
PB,2018-02-15,666.89
PB,2018-02-16,354.9
PB,2018-02-17,176.43
PB,2018-02-19,190.53
PB,2018-02-20,242.88
PB,2018-02-21,241.23000000000002
PB,2018-02-24,290.33000000000004
PB,2018-02-25,11795.009999999998
PB,2018-02-26,490.43000000000006
PB,2018-02-27,1897.39
PB,2018-03-01,1062.6
PB,2018-03-02,120.03999999999999
PB,2018-03-03,287.12
PB,2018-03-04,223.84
PB,2018-03-06,514.31
PB,2018-03-09,308.77
PB,2018-03-12,176.87
PB,2018-03-14,462.94
PB,2018-03-15,153.27
PB,2018-03-16,82.03999999999999
PB,2018-03-19,452.96000000000004
PB,2018-03-20,173.92
PB,2018-03-21,220.74
PB,2018-03-22,353.07
PB,2018-03-23,521.9
PB,2018-03-24,112.87
PB,2018-03-25,117.16999999999999
PB,2018-03-26,311.87
PB,2018-03-28,803.4399999999999
PB,2018-03-30,395.89
PB,2018-04-01,619.5799999999999
PB,2018-04-03,167.45
PB,2018-04-04,418.21000000000004
PB,2018-04-06,327.38
PB,2018-04-07,235.19
PB,2018-04-08,185.31
PB,2018-04-10,90.84
PB,2018-04-11,95.68
PB,2018-04-12,491.9
PB,2018-04-16,246.78
PB,2018-04-19,208.14999999999998
PB,2018-04-20,185.56
PB,2018-04-22,412.82
PB,2018-04-23,377.81
PB,2018-04-25,95.58
PB,2018-04-26,721.42
PB,2018-04-28,1059.25
PB,2018-04-29,93.19999999999999
PB,2018-05-02,97.03999999999999
PB,2018-05-03,239.8
PB,2018-05-08,100.77000000000001
PB,2018-05-09,215.45
PB,2018-05-10,271.29
PB,2018-05-11,1578.99
PB,2018-05-12,1551.83
PB,2018-05-13,120.89999999999999
PB,2018-05-14,326.88
PB,2018-05-15,333.58
PB,2018-05-18,154.86
PB,2018-05-19,63.92
PB,2018-05-20,269.8
PB,2018-05-21,890.8899999999999
PB,2018-05-24,160.99
PB,2018-05-28,203.08
PB,2018-06-02,124.33000000000001
PB,2018-06-03,197.0
PB,2018-06-05,251.89999999999998
PB,2018-06-06,199.86
PB,2018-06-07,112.35
PB,2018-06-08,283.26
PB,2018-06-10,302.55
PB,2018-06-11,747.8
PB,2018-06-12,128.62
PB,2018-06-13,76.05
PB,2018-06-15,263.48
PB,2018-06-16,626.9
PB,2018-06-18,274.47
PB,2018-06-19,1520.33
PB,2018-06-20,540.5999999999999
PB,2018-06-21,2324.99
PB,2018-06-22,240.36
PB,2018-06-23,702.6600000000001
PB,2018-06-24,2515.1600000000003
PB,2018-06-27,780.38
PB,2018-06-29,1087.6
PB,2018-07-01,499.38
PB,2018-07-02,420.07
PB,2018-07-03,632.54
PB,2018-07-06,167.45
PB,2018-07-09,427.37
PB,2018-07-13,127.37
PB,2018-07-15,277.86
PB,2018-07-16,195.43
PB,2018-07-18,106.75
PB,2018-07-19,329.04
PB,2018-07-20,1697.4099999999999
PB,2018-07-21,201.01
PB,2018-07-22,280.84000000000003
PB,2018-07-23,117.6
PB,2018-07-24,204.99
PB,2018-07-26,123.33
PB,2018-07-29,772.57
PB,2018-07-30,84.05
PB,2018-08-03,502.03999999999996
PB,2018-08-05,257.63
PB,2018-08-06,749.75
PB,2018-08-08,729.14
PB,2018-08-09,386.79
PB,2018-08-10,448.28999999999996
PB,2018-08-11,1356.21
PB,2018-08-12,219.87
PB,2018-08-14,631.43
PB,2018-08-16,431.22
PB,2018-08-17,268.12
PB,2018-08-18,114.73
PB,2018-08-19,109.96
PB,2018-08-20,231.16
PB,2018-08-26,121.21000000000001
PB,2018-08-28,382.3
PE,2016-10-04,1179.83
PE,2016-10-05,259.45
PE,2016-10-08,57.53
PE,2016-10-09,213.95999999999998
PE,2017-01-07,208.32
PE,2017-01-17,234.05
PE,2017-01-20,358.67
PE,2017-01-22,77.03
PE,2017-01-26,67.53
PE,2017-01-27,579.86
PE,2017-01-29,348.15999999999997
PE,2017-01-30,58.94
PE,2017-01-31,301.16
PE,2017-02-03,1243.62
PE,2017-02-04,105.84
PE,2017-02-05,270.28000000000003
PE,2017-02-06,4416.91
PE,2017-02-07,316.14
PE,2017-02-10,45.93
PE,2017-02-11,113.18
PE,2017-02-12,103.91
PE,2017-02-18,395.58
PE,2017-02-20,196.38
PE,2017-02-21,57.53
PE,2017-02-22,33.68
PE,2017-02-25,158.11
PE,2017-02-27,67.53
PE,2017-03-01,590.23
PE,2017-03-02,381.88
PE,2017-03-03,60.620000000000005
PE,2017-03-04,274.72
PE,2017-03-05,433.77
PE,2017-03-06,63.22
PE,2017-03-07,355.22
PE,2017-03-08,291.63
PE,2017-03-09,94.63
PE,2017-03-10,2362.2799999999997
PE,2017-03-11,729.17
PE,2017-03-12,753.6
PE,2017-03-13,456.82
PE,2017-03-14,496.62
PE,2017-03-15,167.13
PE,2017-03-16,392.57
PE,2017-03-18,458.17
PE,2017-03-20,303.74
PE,2017-03-22,522.6500000000001
PE,2017-03-23,138.06
PE,2017-03-24,275.42
PE,2017-03-25,444.20000000000005
PE,2017-03-26,46.629999999999995
PE,2017-03-29,397.65999999999997
PE,2017-03-31,34.04
PE,2017-04-01,135.58
PE,2017-04-02,688.8599999999999
PE,2017-04-03,116.07
PE,2017-04-04,65.55
PE,2017-04-05,435.07
PE,2017-04-09,662.66
PE,2017-04-10,218.07999999999998
PE,2017-04-11,130.8
PE,2017-04-13,219.83999999999997
PE,2017-04-14,913.4499999999999
PE,2017-04-15,302.21000000000004
PE,2017-04-16,402.5
PE,2017-04-17,92.5
PE,2017-04-18,304.39000000000004
PE,2017-04-19,308.46999999999997
PE,2017-04-22,989.5099999999999
PE,2017-04-23,125.23
PE,2017-04-24,367.11
PE,2017-04-25,193.8
PE,2017-04-26,181.88
PE,2017-04-27,234.64000000000001
PE,2017-04-28,473.60999999999996
PE,2017-04-29,283.64
PE,2017-05-01,181.53
PE,2017-05-02,37.62
PE,2017-05-03,338.71999999999997
PE,2017-05-04,177.65
PE,2017-05-05,1788.04
PE,2017-05-06,69.9
PE,2017-05-07,732.52
PE,2017-05-08,53.949999999999996
PE,2017-05-09,376.1
PE,2017-05-10,84.52
PE,2017-05-11,347.19
PE,2017-05-12,230.51999999999998
PE,2017-05-14,110.48
PE,2017-05-15,372.90999999999997
PE,2017-05-16,950.19
PE,2017-05-17,1206.48
PE,2017-05-18,146.84
PE,2017-05-19,218.95
PE,2017-05-20,67.53
PE,2017-05-21,270.84000000000003
PE,2017-05-22,482.7
PE,2017-05-23,33.730000000000004
PE,2017-05-24,226.23
PE,2017-05-25,369.88
PE,2017-05-26,277.58
PE,2017-05-27,541.54
PE,2017-05-28,630.91
PE,2017-05-29,405.27
PE,2017-05-30,1129.57
PE,2017-05-31,686.75
PE,2017-06-01,568.05
PE,2017-06-02,158.3
PE,2017-06-04,36.45
PE,2017-06-05,179.96999999999997
PE,2017-06-06,53.79
PE,2017-06-07,604.67
PE,2017-06-08,113.7
PE,2017-06-09,117.31
PE,2017-06-10,46.53
PE,2017-06-11,577.4
PE,2017-06-12,121.51
PE,2017-06-15,230.0
PE,2017-06-16,72.67
PE,2017-06-18,574.25
PE,2017-06-19,240.49
PE,2017-06-20,49.23
PE,2017-06-23,613.94
PE,2017-06-24,70.75
PE,2017-06-25,306.34999999999997
PE,2017-06-26,219.77
PE,2017-06-27,127.53
PE,2017-06-28,741.77
PE,2017-06-29,174.02
PE,2017-06-30,51.83
PE,2017-07-02,527.6800000000001
PE,2017-07-03,357.25
PE,2017-07-04,588.1600000000001
PE,2017-07-06,1055.59
PE,2017-07-07,114.35
PE,2017-07-08,280.20000000000005
PE,2017-07-09,425.23999999999995
PE,2017-07-10,537.0799999999999
PE,2017-07-11,698.44
PE,2017-07-12,326.5
PE,2017-07-14,1032.16
PE,2017-07-15,110.03999999999999
PE,2017-07-16,322.79999999999995
PE,2017-07-17,174.4
PE,2017-07-18,920.8599999999999
PE,2017-07-19,478.78999999999996
PE,2017-07-20,1466.6100000000001
PE,2017-07-21,1647.2599999999998
PE,2017-07-23,154.12
PE,2017-07-24,141.32999999999998
PE,2017-07-26,165.10000000000002
PE,2017-07-27,309.95
PE,2017-07-29,205.32999999999998
PE,2017-07-30,503.75
PE,2017-07-31,291.40999999999997
PE,2017-08-01,558.94
PE,2017-08-03,266.46999999999997
PE,2017-08-04,722.22
PE,2017-08-05,549.65
