customer_city,order_purchase_year,order_purchase_week,total_freight_charges
Caraibas,2017,27,13.9
Carajas,2017,4,51.14
Carajas,2017,6,99.86
Carajas,2018,12,47.61
Carambei,2017,23,15.13
Carambei,2018,20,30.2
Carambei,2018,26,21.02
Carambei,2018,9,16.16
Carandai,2017,26,18.23
Carandai,2017,28,16.25
Carandai,2017,36,15.46
Carandai,2017,49,14.51
Carandai,2018,12,69.75999999999999
Carandai,2018,19,15.43
Carandai,2018,2,16.11
Carandai,2018,20,18.45
Carandai,2018,23,10.96
Carandai,2018,28,21.37
Carandai,2018,29,30.66
Carandai,2018,30,10.96
Carandai,2018,31,23.11
Carandai,2018,5,25.18
Carandai,2018,8,15.1
Carandai,2018,9,21.33
Carangola,2017,11,28.98
Carangola,2017,16,28.16
Carangola,2017,18,19.14
Carangola,2017,19,29.37
Carangola,2017,24,62.480000000000004
Carangola,2017,28,13.47
Carangola,2017,29,14.23
Carangola,2017,31,26.87
Carangola,2017,33,26.25
Carangola,2017,37,18.23
Carangola,2017,39,31.69
Carangola,2017,41,14.15
Carangola,2017,44,38.51
Carangola,2017,9,14.52
Carangola,2018,10,14.52
Carangola,2018,12,27.04
Carangola,2018,14,15.86
Carangola,2018,2,17.7
Carangola,2018,20,22.45
Carangola,2018,27,16.18
Carangola,2018,31,41.41
Carangola,2018,32,48.72
Carangola,2018,5,18.31
Carangola,2018,8,69.44999999999999
Carangola,2018,9,11.88
Carapicuiba,2016,40,32.09
Carapicuiba,2017,11,14.97
Carapicuiba,2017,12,42.29
Carapicuiba,2017,13,33.73
Carapicuiba,2017,14,7.78
Carapicuiba,2017,16,59.8
Carapicuiba,2017,17,8.29
Carapicuiba,2017,18,37.19
Carapicuiba,2017,19,65.53
Carapicuiba,2017,20,14.52
Carapicuiba,2017,21,33.910000000000004
Carapicuiba,2017,22,24.61
Carapicuiba,2017,24,12.43
Carapicuiba,2017,27,32.01
Carapicuiba,2017,28,38.75
Carapicuiba,2017,29,8.43
Carapicuiba,2017,30,53.25
Carapicuiba,2017,31,68.45
Carapicuiba,2017,32,15.17
Carapicuiba,2017,33,73.43
Carapicuiba,2017,34,72.61
Carapicuiba,2017,35,51.64
Carapicuiba,2017,36,72.24000000000001
Carapicuiba,2017,37,61.980000000000004
Carapicuiba,2017,38,12.69
Carapicuiba,2017,39,77.43
Carapicuiba,2017,4,7.78
Carapicuiba,2017,40,58.75
Carapicuiba,2017,41,97.65
Carapicuiba,2017,42,91.24
Carapicuiba,2017,43,31.459999999999997
Carapicuiba,2017,44,53.93
Carapicuiba,2017,45,45.25
Carapicuiba,2017,46,83.63000000000001
Carapicuiba,2017,47,249.2
Carapicuiba,2017,48,111.17999999999999
Carapicuiba,2017,49,63.48
Carapicuiba,2017,5,18.28
Carapicuiba,2017,50,70.87
Carapicuiba,2017,51,118.56
Carapicuiba,2017,52,25.57
Carapicuiba,2017,6,58.78
Carapicuiba,2017,7,7.87
Carapicuiba,2017,8,16.95
Carapicuiba,2017,9,12.69
Carapicuiba,2018,1,57.75
Carapicuiba,2018,10,90.38
Carapicuiba,2018,11,35.06
Carapicuiba,2018,12,79.72
Carapicuiba,2018,13,126.34
Carapicuiba,2018,14,64.23
Carapicuiba,2018,15,42.04
Carapicuiba,2018,16,87.34
Carapicuiba,2018,17,55.370000000000005
Carapicuiba,2018,18,53.660000000000004
Carapicuiba,2018,19,80.58
Carapicuiba,2018,2,7.39
Carapicuiba,2018,20,135.47
Carapicuiba,2018,21,21.31
Carapicuiba,2018,22,84.71
Carapicuiba,2018,23,26.88
Carapicuiba,2018,24,16.5
Carapicuiba,2018,25,70.78
Carapicuiba,2018,26,73.61000000000001
Carapicuiba,2018,27,49.17
Carapicuiba,2018,29,12.28
Carapicuiba,2018,3,137.59
Carapicuiba,2018,30,74.98
Carapicuiba,2018,31,46.8
Carapicuiba,2018,32,55.82
Carapicuiba,2018,33,64.25
Carapicuiba,2018,34,11.85
Carapicuiba,2018,4,37.82
Carapicuiba,2018,5,21.95
Carapicuiba,2018,6,120.34
Carapicuiba,2018,7,68.27
Carapicuiba,2018,8,131.33999999999997
Carapicuiba,2018,9,53.84
Caratinga,2017,15,40.9
Caratinga,2017,21,15.72
Caratinga,2017,22,18.09
Caratinga,2017,26,12.72
Caratinga,2017,33,26.17
Caratinga,2017,34,14.52
Caratinga,2017,36,18.23
Caratinga,2017,41,50.47
Caratinga,2017,42,17.89
Caratinga,2017,44,18.0
Caratinga,2017,47,65.47
Caratinga,2017,48,16.39
Caratinga,2017,49,16.17
Caratinga,2017,50,23.44
Caratinga,2017,51,27.72
Caratinga,2018,10,17.6
Caratinga,2018,13,30.66
Caratinga,2018,14,37.599999999999994
Caratinga,2018,16,73.56
Caratinga,2018,17,22.03
Caratinga,2018,18,16.11
Caratinga,2018,19,77.5
Caratinga,2018,2,104.13
Caratinga,2018,20,29.42
Caratinga,2018,21,17.6
Caratinga,2018,22,189.45
Caratinga,2018,23,15.1
Caratinga,2018,28,0.0
Caratinga,2018,3,19.38
Caratinga,2018,30,87.12
Caratinga,2018,31,95.3
Caratinga,2018,32,44.67
Caratinga,2018,33,32.22
Caratinga,2018,7,15.38
Caratinga,2018,9,69.4
Caraubas,2018,10,58.08
Caravelas,2017,46,26.03
Caravelas,2018,30,16.79
Caravelas,2018,4,17.7
Carazinho,2017,17,18.09
Carazinho,2017,19,15.1
Carazinho,2017,21,36.62
Carazinho,2017,23,36.129999999999995
Carazinho,2017,27,16.11
Carazinho,2017,36,12.51
Carazinho,2017,43,19.32
Carazinho,2017,46,78.16
Carazinho,2017,47,49.35
Carazinho,2017,50,37.61
Carazinho,2017,9,16.46
Carazinho,2018,1,19.41
Carazinho,2018,11,38.96
Carazinho,2018,17,30.2
Carazinho,2018,18,31.26
Carazinho,2018,2,16.12
Carazinho,2018,21,19.32
Carazinho,2018,34,18.79
Carazinho,2018,4,20.55
Carazinho,2018,6,15.1
Carbonita,2017,29,26.25
Carbonita,2017,34,22.49
Carbonita,2017,47,21.41
Carbonita,2018,32,23.5
Carbonita,2018,6,13.11
Cardeal da Silva,2017,16,19.79
Cardeal da Silva,2018,16,26.89
Cardeal da Silva,2018,28,16.93
Cardoso,2017,18,14.66
Cardoso,2017,27,16.44
Cardoso,2017,41,35.45
Cardoso,2017,48,15.59
Cardoso,2018,25,81.92
Cardoso,2018,31,22.16
Cardoso,2018,6,13.86
Cardoso Moreira,2017,19,60.78
Cardoso Moreira,2017,34,15.1
Cardoso Moreira,2017,37,15.69
Cardoso Moreira,2018,14,17.88
Cardoso Moreira,2018,23,27.36
Careacu,2017,14,17.0
Cariacica,2017,10,0.0
Cariacica,2017,11,48.57
Cariacica,2017,15,34.41
Cariacica,2017,17,42.95
Cariacica,2017,21,16.55
Cariacica,2017,23,14.15
Cariacica,2017,26,28.03
Cariacica,2017,27,17.72
Cariacica,2017,29,16.74
Cariacica,2017,30,20.08
Cariacica,2017,32,16.34
Cariacica,2017,33,89.14
Cariacica,2017,34,33.19
Cariacica,2017,36,47.11
Cariacica,2017,37,17.63
Cariacica,2017,38,78.81
Cariacica,2017,39,19.31
Cariacica,2017,40,16.94
Cariacica,2017,43,59.95
Cariacica,2017,44,37.36
Cariacica,2017,45,19.59
Cariacica,2017,46,31.9
Cariacica,2017,47,69.97999999999999
Cariacica,2017,48,54.39
Cariacica,2017,49,94.91
Cariacica,2017,5,19.38
Cariacica,2017,50,19.59
Cariacica,2017,51,18.84
Cariacica,2017,52,18.09
Cariacica,2017,9,50.7
Cariacica,2018,1,83.44
Cariacica,2018,10,55.269999999999996
Cariacica,2018,11,86.38
Cariacica,2018,12,54.44
Cariacica,2018,13,135.43
Cariacica,2018,14,31.16
Cariacica,2018,15,73.91
Cariacica,2018,16,44.77
Cariacica,2018,17,68.00999999999999
Cariacica,2018,18,19.09
Cariacica,2018,19,51.9
Cariacica,2018,2,39.25
Cariacica,2018,20,63.699999999999996
Cariacica,2018,22,19.59
Cariacica,2018,23,106.66
Cariacica,2018,24,106.57000000000001
Cariacica,2018,25,37.0
Cariacica,2018,27,16.77
Cariacica,2018,29,19.59
Cariacica,2018,3,142.75
Cariacica,2018,30,39.62
Cariacica,2018,31,14.1
Cariacica,2018,32,59.96
Cariacica,2018,33,73.28
Cariacica,2018,34,17.69
Cariacica,2018,4,117.83000000000001
Cariacica,2018,5,57.39
Cariacica,2018,6,126.91
Cariacica,2018,7,15.1
Cariacica,2018,8,89.28999999999999
Cariacica,2018,9,53.620000000000005
Caridade,2017,31,56.46
Caridade,2018,29,0.0
Carinhanha,2017,37,50.71
Carira,2018,27,61.16
Carire,2017,12,37.04
Carire,2017,33,28.82
Cariri do Tocantins,2017,29,27.13
Caririacu,2017,16,27.55
Caririacu,2017,32,106.22
Carius,2017,27,68.9
Carius,2017,35,28.99
Carius,2017,49,23.88
Carius,2018,4,35.83
Carlinda,2018,29,17.55
Carlopolis,2017,35,15.31
Carlopolis,2017,47,15.1
Carlopolis,2017,7,16.79
Carlopolis,2018,18,16.05
Carlopolis,2018,22,36.81
Carlopolis,2018,29,62.78
Carlopolis,2018,3,18.65
Carlopolis,2018,30,17.84
Carlos Barbosa,2017,14,16.05
Carlos Barbosa,2017,32,27.54
Carlos Barbosa,2017,47,16.05
Carlos Barbosa,2017,48,16.24
Carlos Barbosa,2017,5,15.1
Carlos Barbosa,2017,52,15.1
Carlos Barbosa,2018,14,24.52
Carlos Barbosa,2018,15,16.11
Carlos Barbosa,2018,19,39.55
Carlos Barbosa,2018,24,40.25
Carlos Barbosa,2018,29,16.11
Carlos Barbosa,2018,30,58.21
Carlos Barbosa,2018,31,34.95
Carlos Barbosa,2018,6,20.81
Carlos Barbosa,2018,7,18.26
Carlos Chagas,2017,22,15.1
Carlos Chagas,2017,8,16.24
Carlos Chagas,2018,29,15.1
Carlos Chagas,2018,4,25.53
Carmesia,2017,45,26.03
Carmesia,2017,47,39.53
Carmo,2017,28,23.63
Carmo,2017,42,34.72
Carmo,2017,46,72.9
Carmo,2017,50,18.65
Carmo,2018,14,17.19
Carmo,2018,16,18.45
Carmo,2018,25,14.66
Carmo,2018,31,15.11
Carmo,2018,7,45.89
Carmo,2018,9,21.3
Carmo da Cachoeira,2017,21,16.22
Carmo da Cachoeira,2017,22,18.82
Carmo da Cachoeira,2018,16,46.25
Carmo da Cachoeira,2018,17,18.24
Carmo da Cachoeira,2018,18,17.6
Carmo da Cachoeira,2018,19,0.0
Carmo da Cachoeira,2018,27,18.42
Carmo da Cachoeira,2018,7,16.85
Carmo da Mata,2017,13,19.97
Carmo da Mata,2017,30,13.62
Carmo da Mata,2017,37,34.2
Carmo da Mata,2017,42,36.3
Carmo da Mata,2017,46,19.4
Carmo da Mata,2017,7,16.53
Carmo da Mata,2018,21,16.79
Carmo da Mata,2018,3,16.23
Carmo da Mata,2018,8,15.49
Carmo de Minas,2017,12,33.64
Carmo de Minas,2017,28,17.81
Carmo de Minas,2017,37,20.54
Carmo de Minas,2017,40,15.1
Carmo de Minas,2017,46,15.1
Carmo de Minas,2018,12,15.16
Carmo de Minas,2018,18,14.66
Carmo do Cajuru,2017,21,17.6
Carmo do Cajuru,2017,44,23.84
Carmo do Cajuru,2017,47,19.84
Carmo do Cajuru,2018,11,16.12
Carmo do Cajuru,2018,19,7.64
Carmo do Cajuru,2018,22,30.47
Carmo do Cajuru,2018,5,14.52
Carmo do Cajuru,2018,6,16.12
Carmo do Cajuru,2018,7,38.46
Carmo do Paranaiba,2017,17,25.77
Carmo do Paranaiba,2017,24,16.14
Carmo do Paranaiba,2017,27,87.4
Carmo do Paranaiba,2017,29,51.97
Carmo do Paranaiba,2017,30,54.82
Carmo do Paranaiba,2017,31,59.16
Carmo do Paranaiba,2017,32,13.92
Carmo do Paranaiba,2017,46,15.72
Carmo do Paranaiba,2017,48,25.63
Carmo do Paranaiba,2017,6,15.1
Carmo do Paranaiba,2017,9,44.81
Carmo do Paranaiba,2018,10,67.81
Carmo do Paranaiba,2018,11,15.8
Carmo do Paranaiba,2018,12,17.92
Carmo do Paranaiba,2018,14,15.31
Carmo do Paranaiba,2018,15,24.96
Carmo do Paranaiba,2018,20,34.14
Carmo do Paranaiba,2018,24,98.34
Carmo do Paranaiba,2018,27,15.84
Carmo do Paranaiba,2018,31,21.69
Carmo do Paranaiba,2018,34,21.12
Carmo do Rio Claro,2017,47,3.69
Carmo do Rio Claro,2017,52,32.56
Carmo do Rio Claro,2018,12,15.1
Carmo do Rio Claro,2018,13,32.84
Carmo do Rio Claro,2018,15,26.73
Carmo do Rio Claro,2018,18,18.63
Carmo do Rio Claro,2018,20,17.23
Carmo do Rio Claro,2018,24,30.02
Carmo do Rio Claro,2018,32,16.95
Carmo do Rio Claro,2018,4,17.92
Carmo do Rio Verde,2017,51,15.38
Carmo do Rio Verde,2018,2,21.05
Carmopolis,2017,21,34.15
Carmopolis,2018,12,50.88
Carmopolis de Minas,2017,23,18.23
Carmopolis de Minas,2017,34,13.97
Carmopolis de Minas,2017,47,15.15
Carmopolis de Minas,2017,52,38.74
Carmopolis de Minas,2018,17,74.56
Carmopolis de Minas,2018,9,13.93
Carnauba dos Dantas,2018,26,38.46
Carnauba dos Dantas,2018,29,35.67
Carnaubal,2018,19,30.19
Carnaubal,2018,27,20.8
Carnaubal,2018,31,50.01
Carnaubal,2018,7,57.94
Carneirinho,2017,13,17.67
Carneirinho,2018,14,27.62
Carneirinho,2018,20,15.17
Carneiros,2017,40,19.63
Carolina,2017,14,36.74
Carolina,2018,4,62.69
Carpina,2017,21,42.73
Carpina,2017,29,57.51
Carpina,2017,33,63.13
Carpina,2017,38,25.05
Carpina,2017,50,31.0
Carpina,2018,11,61.46
Carpina,2018,19,25.63
Carrancas,2017,45,17.53
Carrancas,2017,6,15.1
Carrancas,2018,14,15.63
Caruaru,2017,11,26.3
Caruaru,2017,12,56.87
Caruaru,2017,13,27.52
Caruaru,2017,14,83.88
Caruaru,2017,15,128.15
Caruaru,2017,16,27.0
Caruaru,2017,18,51.63
Caruaru,2017,19,26.46
Caruaru,2017,23,74.62
Caruaru,2017,24,57.5
Caruaru,2017,27,48.98
Caruaru,2017,28,37.27
Caruaru,2017,3,74.56
Caruaru,2017,30,88.35
Caruaru,2017,38,38.52
Caruaru,2017,39,38.01
Caruaru,2017,40,25.63
Caruaru,2017,42,25.63
Caruaru,2017,44,38.96
Caruaru,2017,46,53.41
Caruaru,2017,47,108.66
Caruaru,2017,48,39.97
Caruaru,2017,50,26.1
Caruaru,2017,51,26.1
Caruaru,2017,52,76.16
Caruaru,2018,15,62.87
Caruaru,2018,16,234.08
Caruaru,2018,18,74.62
Caruaru,2018,2,66.56
Caruaru,2018,20,78.21
Caruaru,2018,21,78.32
Caruaru,2018,22,135.35999999999999
Caruaru,2018,23,172.73
Caruaru,2018,25,36.4
Caruaru,2018,26,54.45
Caruaru,2018,27,29.17
Caruaru,2018,28,31.52
Caruaru,2018,30,27.17
Caruaru,2018,31,124.42
Caruaru,2018,33,26.39
Caruaru,2018,34,28.71
Caruaru,2018,37,43.53
Caruaru,2018,8,25.05
Caruaru,2018,9,34.29
Carutapera,2017,52,37.97
Carutapera,2018,23,38.36
Carvalhopolis,2017,27,40.1
Carvalhopolis,2018,15,15.1
Carvalhopolis,2018,24,22.32
Carvalhos,2017,12,18.04
Casa Branca,2017,15,16.17
Casa Branca,2017,24,11.85
Casa Branca,2017,28,11.85
Casa Branca,2017,40,23.799999999999997
Casa Branca,2017,41,13.0
Casa Branca,2018,11,13.77
Casa Branca,2018,22,29.89
Casa Branca,2018,26,11.74
Casa Branca,2018,5,13.39
Casa Branca,2018,6,15.16
Casa Branca,2018,9,11.89
Casa Nova,2017,18,19.85
Casa Nova,2018,20,20.8
Casa Nova,2018,27,36.85
Casa Nova,2018,31,19.9
Casa Nova,2018,34,18.27
Casca,2018,10,59.31
Casca,2018,17,19.32
Casca,2018,3,20.67
Cascalho Rico,2018,26,16.92
Cascavel,2017,10,15.13
Cascavel,2017,11,64.4
Cascavel,2017,12,41.0
Cascavel,2017,19,206.75
Cascavel,2017,20,37.63
Cascavel,2017,21,43.15
Cascavel,2017,22,18.23
Cascavel,2017,23,27.62
Cascavel,2017,24,52.120000000000005
Cascavel,2017,25,15.1
Cascavel,2017,26,15.2
Cascavel,2017,27,21.19
Cascavel,2017,28,78.69
Cascavel,2017,29,17.17
Cascavel,2017,31,77.82
Cascavel,2017,32,28.19
Cascavel,2017,33,59.25
Cascavel,2017,34,59.12
Cascavel,2017,36,23.64
Cascavel,2017,37,19.21
Cascavel,2017,38,14.52
Cascavel,2017,39,13.46
Cascavel,2017,4,104.32
Cascavel,2017,40,27.22
Cascavel,2017,41,82.65
Cascavel,2017,42,47.92
Cascavel,2017,43,103.82
Cascavel,2017,45,94.77000000000001
Cascavel,2017,46,82.82
Cascavel,2017,47,73.41
Cascavel,2017,48,77.66999999999999
Cascavel,2017,49,64.27000000000001
Cascavel,2017,5,50.96
Cascavel,2017,50,15.17
Cascavel,2017,51,49.56
Cascavel,2017,52,57.08
Cascavel,2017,6,83.44
Cascavel,2017,8,35.84
Cascavel,2018,1,71.61000000000001
Cascavel,2018,10,150.98
Cascavel,2018,11,27.0
Cascavel,2018,12,39.8
Cascavel,2018,13,12.92
Cascavel,2018,14,77.8
Cascavel,2018,16,101.52000000000001
Cascavel,2018,17,62.75
Cascavel,2018,18,87.11
Cascavel,2018,19,28.230000000000004
Cascavel,2018,2,74.36
Cascavel,2018,20,88.64
Cascavel,2018,21,28.200000000000003
Cascavel,2018,22,18.23
Cascavel,2018,23,55.1
Cascavel,2018,24,89.66999999999999
Cascavel,2018,25,42.24
Cascavel,2018,26,13.44
Cascavel,2018,27,73.89
Cascavel,2018,29,53.06
Cascavel,2018,3,87.58
Cascavel,2018,30,190.0
Cascavel,2018,31,32.22
Cascavel,2018,32,143.79999999999998
Cascavel,2018,33,112.78
Cascavel,2018,34,152.24
Cascavel,2018,35,19.33
Cascavel,2018,4,21.26
Cascavel,2018,5,19.24
Cascavel,2018,6,29.32
Cascavel,2018,7,76.86
Cascavel,2018,8,14.47
Cascavel,2018,9,61.470000000000006
Caseiros,2017,27,42.76
Casimiro de Abreu,2017,10,15.8
Casimiro de Abreu,2017,11,27.23
Casimiro de Abreu,2017,13,15.1
Casimiro de Abreu,2017,15,110.9
Casimiro de Abreu,2017,17,16.11
Casimiro de Abreu,2017,2,21.05
Casimiro de Abreu,2017,23,143.68
Casimiro de Abreu,2017,24,15.1
Casimiro de Abreu,2017,31,19.54
Casimiro de Abreu,2017,32,37.7
Casimiro de Abreu,2017,41,65.66
Casimiro de Abreu,2017,44,33.2
Casimiro de Abreu,2017,47,33.730000000000004
Casimiro de Abreu,2017,52,18.2
Casimiro de Abreu,2017,6,35.34
Casimiro de Abreu,2018,10,122.09
Casimiro de Abreu,2018,11,12.63
Casimiro de Abreu,2018,14,36.29
Casimiro de Abreu,2018,17,19.76
Casimiro de Abreu,2018,19,20.39
Casimiro de Abreu,2018,24,15.2
Casimiro de Abreu,2018,3,42.14
Casimiro de Abreu,2018,32,35.31
Casimiro de Abreu,2018,4,42.12
Casinhas,2018,17,24.84
Cassia,2017,29,20.8
Cassia,2017,45,13.37
Cassia,2018,1,15.4
Cassia,2018,16,32.62
Cassia,2018,3,16.14
Cassia dos Coqueiros,2018,29,13.93
Cassia dos Coqueiros,2018,5,15.27
Cassilandia,2017,33,15.86
Cassilandia,2017,36,22.66
Cassilandia,2018,29,15.1
Cassilandia,2018,9,77.12
Castanhal,2017,19,24.98
Castanhal,2017,28,31.52
Castanhal,2017,41,43.75
Castanhal,2017,48,62.410000000000004
Castanhal,2018,1,38.22
Castanhal,2018,12,158.39
Castanhal,2018,16,25.63
Castanhal,2018,18,47.51
Castanhal,2018,20,26.0
Castanhal,2018,21,55.07
Castanhal,2018,23,24.84
Castanhal,2018,25,27.52
Castanhal,2018,28,2.62
Castanhal,2018,3,43.76
Castanhal,2018,31,104.94
Castanhal,2018,32,57.64
Castanhal,2018,34,33.48
Castanhal,2018,35,42.9
Castanhal,2018,4,25.98
Castanhal,2018,6,58.49
Castanhal,2018,7,25.73
Castanheira,2017,36,16.79
Castanheira,2017,50,18.06
Castanheira,2018,3,17.99
Castanheiras,2017,31,37.9
Castelandia,2017,20,17.78
Castelandia,2017,35,27.52
Castelandia,2017,38,36.85
Castelandia,2017,48,35.67
Castelandia,2017,51,36.85
Castelandia,2018,1,35.67
Castelo,2017,10,21.63
Castelo,2017,21,187.66
Castelo,2017,22,28.75
Castelo,2017,29,18.49
Castelo,2017,48,15.21
Castelo,2017,49,20.71
Castelo,2018,10,17.61
Castelo,2018,15,42.91
Castelo,2018,16,17.8
Castelo,2018,24,35.91
Castelo,2018,30,25.81
Castelo,2018,33,34.39
Castelo,2018,4,25.77
Castelo do Piaui,2018,17,52.08
Castelo do Piaui,2018,32,102.99
Castilho,2017,12,15.1
Castilho,2017,23,63.92
Castilho,2017,40,11.51
Castilho,2017,41,23.7
Castilho,2017,51,18.86
Castilho,2017,7,1.85
Castilho,2018,11,18.97
Castilho,2018,19,11.85
Castilho,2018,2,21.71
Castilho,2018,23,30.409999999999997
Castilho,2018,31,18.88
Castro,2016,40,4.41
Castro,2017,10,17.95
Castro,2017,21,182.15
Castro,2017,22,32.62
Castro,2017,3,74.56
Castro,2017,30,17.95
Castro,2017,33,17.78
Castro,2017,36,167.05
Castro,2017,37,63.61
Castro,2017,38,104.99
Castro,2017,41,23.99
Castro,2017,42,15.1
Castro,2017,43,36.54
Castro,2017,52,192.53
Castro,2017,8,15.1
Castro,2018,11,183.24
Castro,2018,13,56.93
Castro,2018,17,167.04
Castro,2018,18,17.98
Castro,2018,19,41.68
Castro,2018,20,46.160000000000004
Castro,2018,22,31.55
Castro,2018,25,16.11
Castro,2018,29,24.96
Castro,2018,3,16.82
Castro,2018,38,167.05
Castro,2018,4,15.1
Castro,2018,7,73.03
Castro Alves,2017,35,24.26
Castro Alves,2017,38,36.53
Castro Alves,2018,20,16.97
Cataguases,2017,10,40.15
Cataguases,2017,12,14.52
Cataguases,2017,29,26.97
Cataguases,2017,32,24.28
Cataguases,2017,35,16.16
Cataguases,2017,38,12.83
Cataguases,2017,41,14.32
Cataguases,2017,43,19.15
Cataguases,2017,44,17.66
Cataguases,2017,45,15.2
Cataguases,2017,47,68.09
Cataguases,2017,48,112.05
Cataguases,2017,49,34.81
Cataguases,2017,5,23.84
Cataguases,2018,11,15.1
Cataguases,2018,15,14.52
Cataguases,2018,17,39.72
Cataguases,2018,19,29.52
Cataguases,2018,2,47.04
Cataguases,2018,22,27.21
Cataguases,2018,23,15.1
Cataguases,2018,24,21.59
Cataguases,2018,25,18.82
Cataguases,2018,26,35.2
Cataguases,2018,31,15.31
Cataguases,2018,32,21.6
Cataguases,2018,33,45.54
Cataguases,2018,6,27.509999999999998
Cataguases,2018,7,15.13
Catalao,2017,10,82.82
Catalao,2017,11,16.35
Catalao,2017,14,26.24
Catalao,2017,19,18.76
Catalao,2017,27,38.94
Catalao,2017,4,18.65
Catalao,2017,41,36.88
Catalao,2017,42,15.59
Catalao,2017,45,15.1
Catalao,2017,47,26.16
Catalao,2017,50,39.48
Catalao,2017,51,50.32
Catalao,2017,52,17.94
Catalao,2017,7,58.28
Catalao,2018,11,12.72
Catalao,2018,15,15.11
Catalao,2018,16,40.31
Catalao,2018,17,23.6
Catalao,2018,19,67.6
Catalao,2018,20,33.79
Catalao,2018,23,48.34
Catalao,2018,25,42.11
Catalao,2018,28,16.35
Catalao,2018,29,40.1
Catalao,2018,30,27.14
Catalao,2018,33,40.19
Catalao,2018,34,6.79
Catalao,2018,4,52.82
Catalao,2018,6,5.18
Catalao,2018,9,33.4
Catanduva,2016,40,13.65
Catanduva,2016,41,15.96
Catanduva,2017,10,17.72
Catanduva,2017,11,14.17
Catanduva,2017,16,13.33
Catanduva,2017,17,13.43
Catanduva,2017,19,23.7
Catanduva,2017,22,13.85
Catanduva,2017,23,13.37
Catanduva,2017,25,13.11
Catanduva,2017,29,25.1
Catanduva,2017,33,75.11
Catanduva,2017,35,13.07
Catanduva,2017,38,9.94
Catanduva,2017,39,9.94
Catanduva,2017,43,37.05
Catanduva,2017,45,24.37
Catanduva,2017,46,24.65
Catanduva,2017,47,13.71
Catanduva,2017,48,17.41
Catanduva,2017,49,13.58
Catanduva,2017,50,14.14
Catanduva,2017,51,62.14
Catanduva,2017,9,27.84
Catanduva,2018,10,13.43
Catanduva,2018,12,37.38
Catanduva,2018,13,31.41
Catanduva,2018,14,18.42
Catanduva,2018,16,8.77
Catanduva,2018,17,21.92
Catanduva,2018,18,42.21
Catanduva,2018,20,10.96
Catanduva,2018,21,12.05
Catanduva,2018,22,27.990000000000002
Catanduva,2018,25,16.5
Catanduva,2018,26,26.83
Catanduva,2018,27,34.13
Catanduva,2018,31,63.32000000000001
Catanduva,2018,32,29.990000000000002
Catanduva,2018,34,46.18
Catanduva,2018,4,51.48
Catanduva,2018,5,11.85
Catanduva,2018,6,33.84
Catanduva,2018,7,63.93
Catanduva,2018,9,11.9
Catanduvas,2018,12,2.99
Catanduvas,2018,18,72.84
Catanduvas,2018,2,16.79
Catanduvas,2018,20,20.84
Catanduvas,2018,26,15.1
Catanduvas,2018,3,19.45
Catanduvas,2018,32,26.17
Catanduvas,2018,34,55.76
Catanduvas,2018,4,18.45
Catanduvas,2018,5,36.63
Catanduvas,2018,8,18.6
Catarina,2017,35,37.3
Catarina,2017,48,27.38
Catas Altas,2017,28,40.980000000000004
Catas Altas,2017,48,13.47
Catas Altas,2017,9,16.79
Catas Altas da Noruega,2018,20,17.95
Catende,2017,11,27.16
Catende,2017,18,27.79
Catende,2017,20,38.95
Catende,2017,27,28.99
Catende,2017,30,25.7
Catende,2017,38,48.65
Catende,2017,49,33.62
Catende,2018,10,52.03
Catende,2018,22,47.93
Catende,2018,28,26.82
Catigua,2017,40,17.12
Catigua,2018,1,11.85
Catigua,2018,18,51.82
Catigua,2018,29,16.07
Catigua,2018,34,11.24
Catole do Rocha,2017,13,28.71
Catole do Rocha,2017,24,113.45
Catole do Rocha,2018,17,59.35
Catole do Rocha,2018,32,62.89
Catu,2017,17,28.84
Catu,2017,30,75.83
Catu,2017,46,16.86
Catu,2017,50,86.0
Catu,2018,22,18.16
Catu,2018,23,19.74
Catu de Abrantes,2017,46,21.43
Catu de Abrantes,2018,12,23.49
Catuipe,2017,37,20.85
Catuipe,2018,21,54.35
Catuti,2018,9,15.56
Caucaia,2017,13,132.94
Caucaia,2017,14,26.23
Caucaia,2017,18,36.84
Caucaia,2017,19,26.77
Caucaia,2017,20,30.23
Caucaia,2017,22,28.81
Caucaia,2017,23,26.6
Caucaia,2017,24,45.93
Caucaia,2017,32,27.03
Caucaia,2017,40,28.95
Caucaia,2017,46,24.84
Caucaia,2017,47,65.28
Caucaia,2017,48,22.55
Caucaia,2017,49,65.28
Caucaia,2018,1,23.57
Caucaia,2018,13,37.04
Caucaia,2018,14,51.36
Caucaia,2018,16,73.97
Caucaia,2018,19,19.25
Caucaia,2018,2,28.78
Caucaia,2018,20,5.84
Caucaia,2018,23,17.63
Caucaia,2018,25,18.27
Caucaia,2018,29,26.77
Caucaia,2018,3,53.82
Caucaia,2018,30,22.91
Caucaia,2018,33,35.0
Caucaia,2018,4,22.35
Caucaia,2018,5,20.97
Caucaia,2018,6,55.489999999999995
Caucaia,2018,8,21.15
Cavalcante,2018,10,18.58
Cavalcante,2018,15,50.5
Caxambu,2017,10,15.1
Caxambu,2017,23,14.52
Caxambu,2017,34,16.79
Caxambu,2017,37,44.56
Caxambu,2017,42,21.12
Caxambu,2017,45,14.52
Caxambu,2017,47,14.22
Caxambu,2017,8,61.51
Caxambu,2018,12,14.52
