customer_city,order_purchase_year,order_purchase_week,Total_sales
Coronel Fabriciano,2018,22,44.01
Coronel Fabriciano,2018,23,384.8
Coronel Fabriciano,2018,29,206.64000000000001
Coronel Fabriciano,2018,3,50.24
Coronel Fabriciano,2018,31,209.3
Coronel Fabriciano,2018,34,59.09
Coronel Fabriciano,2018,5,137.04
Coronel Fabriciano,2018,7,246.36
Coronel Fabriciano,2018,9,86.07
Coronel Freitas,2018,28,923.17
Coronel Joao Sa,2017,42,341.08000000000004
Coronel Macedo,2018,27,80.98
Coronel Martins,2017,41,86.15
Coronel Martins,2018,33,65.99
Coronel Murta,2018,15,66.11
Coronel Pacheco,2017,11,99.9
Coronel Pacheco,2018,6,445.45
Coronel Sapucaia,2018,12,106.23
Coronel Sapucaia,2018,15,147.24
Coronel Vivida,2017,23,185.84
Coronel Vivida,2017,27,100.64
Coronel Vivida,2017,35,188.12
Coronel Vivida,2017,49,82.59
Coronel Vivida,2018,15,26.73
Coronel Vivida,2018,16,106.87
Coronel Vivida,2018,19,56.55
Coronel Vivida,2018,32,27.1
Coronel Xavier Chaves,2018,32,95.39999999999999
Corrego Fundo,2017,19,76.66
Corrego do Ouro,2017,40,105.36999999999999
Corrego do Ouro,2018,23,39.089999999999996
Corrego do Ouro,2018,25,45.01
Correia Pinto,2017,22,65.09
Correia Pinto,2017,31,99.9
Correia Pinto,2017,34,147.64000000000001
Correia Pinto,2017,41,247.25
Correia Pinto,2018,15,157.11
Correia Pinto,2018,22,57.0
Correia Pinto,2018,31,171.44
Correia Pinto,2018,34,166.73000000000002
Correia Pinto,2018,6,163.03
Correia Pinto,2018,9,171.44
Correia de Almeida,2017,22,173.53
Correia de Almeida,2017,37,85.14
Corrente,2017,30,115.48
Corrente,2017,42,650.63
Corrente,2017,47,651.73
Corrente,2018,21,299.40999999999997
Corrente,2018,33,231.9
Correntina,2017,13,79.11
Correntina,2017,21,109.0
Correntina,2017,35,41.05
Correntina,2017,50,45.79
Correntina,2018,12,89.29
Correntina,2018,9,45.79
Cortes,2017,17,159.3
Cortes,2018,7,446.36
Corumba,2017,17,121.08
Corumba,2017,20,104.37
Corumba,2017,27,67.5
Corumba,2017,29,323.96
Corumba,2017,32,55.05
Corumba,2017,48,107.78
Corumba,2017,49,88.05
Corumba,2018,1,121.38999999999999
Corumba,2018,12,116.09
Corumba,2018,13,81.13999999999999
Corumba,2018,17,24.169999999999998
Corumba,2018,19,86.24
Corumba,2018,2,61.0
Corumba,2018,25,75.25
Corumba,2018,3,155.08
Corumba,2018,30,2340.14
Corumba,2018,32,418.04
Corumba,2018,9,35.69
Corumba de Goias,2017,9,142.96
Corumbaiba,2017,11,55.019999999999996
Corumbaiba,2017,28,98.12
Corumbaiba,2017,33,77.57
Corumbaiba,2017,52,67.23
Corumbatai,2018,16,38.29
Corumbatai do Sul,2018,11,45.78
Corupa,2017,44,64.1
Corupa,2017,47,172.62
Corupa,2018,28,140.52
Coruripe,2017,18,161.99
Coruripe,2017,37,186.41
Coruripe,2018,23,193.95000000000002
Coruripe,2018,24,103.28
Coruripe,2018,29,137.06
Coruripe,2018,6,112.80000000000001
Cosmopolis,2016,40,408.59000000000003
Cosmopolis,2017,12,132.08
Cosmopolis,2017,13,143.19
Cosmopolis,2017,17,37.75
Cosmopolis,2017,18,329.98
Cosmopolis,2017,19,83.38
Cosmopolis,2017,24,312.62
Cosmopolis,2017,25,164.97
Cosmopolis,2017,26,988.87
Cosmopolis,2017,28,90.33
Cosmopolis,2017,30,112.60000000000001
Cosmopolis,2017,31,56.45
Cosmopolis,2017,35,202.10999999999999
Cosmopolis,2017,37,233.23
Cosmopolis,2017,38,214.01
Cosmopolis,2017,39,98.72
Cosmopolis,2017,40,112.61000000000001
Cosmopolis,2017,44,24.78
Cosmopolis,2017,45,283.83000000000004
Cosmopolis,2017,47,67.61
Cosmopolis,2017,49,127.56
Cosmopolis,2017,50,311.11
Cosmopolis,2017,51,368.59000000000003
Cosmopolis,2017,52,197.09
Cosmopolis,2017,6,40.96
Cosmopolis,2018,10,231.89
Cosmopolis,2018,13,200.21
Cosmopolis,2018,14,26.290000000000003
Cosmopolis,2018,15,36.63
Cosmopolis,2018,16,355.24
Cosmopolis,2018,18,95.14
Cosmopolis,2018,19,76.78
Cosmopolis,2018,21,62.8
Cosmopolis,2018,22,246.37
Cosmopolis,2018,23,98.16000000000001
Cosmopolis,2018,28,117.21000000000001
Cosmopolis,2018,29,334.42
Cosmopolis,2018,3,124.42
Cosmopolis,2018,31,448.96000000000004
Cosmopolis,2018,32,112.60000000000001
Cosmopolis,2018,33,25.77
Cosmopolis,2018,34,105.94
Cosmopolis,2018,6,164.26
Cosmopolis,2018,8,145.31
Cosmopolis,2018,9,357.71000000000004
Cosmorama,2017,25,102.58999999999999
Cosmorama,2017,8,156.09
Cosmorama,2018,10,142.65
Cosmorama,2018,24,174.24
Cosmorama,2018,34,142.65
Cosmorama,2018,7,258.58
Costa Rica,2017,10,45.730000000000004
Costa Rica,2017,15,147.15
Costa Rica,2017,21,80.10000000000001
Costa Rica,2017,22,279.6
Costa Rica,2017,44,96.16000000000001
Costa Rica,2017,45,158.08
Costa Rica,2017,47,231.27
Costa Rica,2017,51,83.81
Costa Rica,2018,12,199.74
Costa Rica,2018,14,328.56
Costa Rica,2018,19,118.17
Costa Rica,2018,23,89.36000000000001
Costa Rica,2018,28,87.83
Costa Rica,2018,5,231.27
Costa Rica,2018,8,49.650000000000006
Costa Rica,2018,9,187.42000000000002
Cotegipe,2017,41,103.14999999999999
Cotia,2017,10,266.62
Cotia,2017,11,246.3
Cotia,2017,12,125.82
Cotia,2017,13,108.68
Cotia,2017,15,31.049999999999997
Cotia,2017,18,249.12
Cotia,2017,19,233.69
Cotia,2017,2,279.81
Cotia,2017,20,280.0
Cotia,2017,21,142.10000000000002
Cotia,2017,22,155.33999999999997
Cotia,2017,23,917.22
Cotia,2017,24,330.83
Cotia,2017,25,757.5799999999999
Cotia,2017,26,543.08
Cotia,2017,27,114.69999999999999
Cotia,2017,28,536.12
Cotia,2017,29,739.11
Cotia,2017,30,61.629999999999995
Cotia,2017,31,133.85
Cotia,2017,32,155.06
Cotia,2017,34,174.08
Cotia,2017,35,309.56
Cotia,2017,36,298.54
Cotia,2017,37,490.11
Cotia,2017,38,235.08
Cotia,2017,39,867.78
Cotia,2017,4,66.78
Cotia,2017,40,430.6
Cotia,2017,41,43.32
Cotia,2017,42,700.9599999999999
Cotia,2017,43,100.28999999999999
Cotia,2017,44,331.52
Cotia,2017,45,304.62
Cotia,2017,46,122.71000000000001
Cotia,2017,47,548.4300000000001
Cotia,2017,48,638.12
Cotia,2017,49,598.44
Cotia,2017,5,171.68
Cotia,2017,50,308.81000000000006
Cotia,2017,51,47.739999999999995
Cotia,2017,6,628.89
Cotia,2017,7,485.36
Cotia,2017,8,100.78
Cotia,2017,9,118.34
Cotia,2018,1,238.14999999999998
Cotia,2018,10,510.96999999999997
Cotia,2018,11,159.43
Cotia,2018,12,228.16
Cotia,2018,13,1649.78
Cotia,2018,14,305.33
Cotia,2018,15,126.49
Cotia,2018,16,619.9399999999999
Cotia,2018,17,1100.05
Cotia,2018,18,705.14
Cotia,2018,19,854.84
Cotia,2018,2,95.02
Cotia,2018,20,929.12
Cotia,2018,21,265.64
Cotia,2018,22,112.27
Cotia,2018,23,771.09
Cotia,2018,24,118.64
Cotia,2018,25,498.36000000000007
Cotia,2018,26,600.22
Cotia,2018,27,2100.33
Cotia,2018,28,665.3399999999999
Cotia,2018,29,442.06
Cotia,2018,3,470.26
Cotia,2018,30,807.49
Cotia,2018,31,112.81
Cotia,2018,32,825.3600000000001
Cotia,2018,33,1137.2
Cotia,2018,34,671.8599999999999
Cotia,2018,35,48.86
Cotia,2018,4,442.75999999999993
Cotia,2018,5,146.81
Cotia,2018,6,266.17
Cotia,2018,7,377.42
Cotia,2018,8,786.77
Cotia,2018,9,900.66
Cotipora,2018,34,127.53
Cotriguacu,2017,1,230.25
Cotriguacu,2017,41,98.11999999999999
Cotriguacu,2018,16,122.36
Cotriguacu,2018,2,42.05
Cotriguacu,2018,29,68.99
Cotriguacu,2018,9,119.92999999999999
Couto de Magalhaes,2017,31,198.46
Couto de Magalhaes de Minas,2017,18,621.19
Coxilha,2017,20,34.230000000000004
Coxilha,2018,11,157.27
Coxim,2017,25,95.11
Coxim,2017,37,72.14
Coxim,2017,44,96.8
Coxim,2017,52,31.09
Coxim,2018,1,98.99
Coxim,2018,10,301.82
Coxim,2018,31,68.1
Coxim,2018,9,1109.3
Craibas,2018,6,75.07
Crateus,2017,12,43.62
Crateus,2017,18,776.84
Crateus,2017,4,931.57
Crateus,2017,7,120.16
Crateus,2018,18,51.53
Crateus,2018,20,127.22999999999999
Crateus,2018,27,236.65
Crateus,2018,32,67.83
Crateus,2018,34,178.44
Crato,2017,17,152.25
Crato,2017,19,336.71000000000004
Crato,2017,24,60.04
Crato,2017,29,235.26
Crato,2017,37,155.52
Crato,2017,41,339.64
Crato,2017,48,215.38
Crato,2018,12,43.83
Crato,2018,13,66.69
Crato,2018,16,96.32
Crato,2018,2,517.31
Crato,2018,20,775.3000000000001
Crato,2018,23,274.89
Crato,2018,26,105.31
Crato,2018,31,174.20999999999998
Crato,2018,32,52.93
Crato,2018,5,48.7
Crato,2018,7,441.27
Cravinhos,2017,13,112.16
Cravinhos,2017,15,45.5
Cravinhos,2017,22,42.769999999999996
Cravinhos,2017,25,84.52
Cravinhos,2017,28,131.33
Cravinhos,2017,33,54.96
Cravinhos,2017,36,393.54
Cravinhos,2017,4,61.800000000000004
Cravinhos,2017,41,68.89
Cravinhos,2017,45,76.08
Cravinhos,2017,47,3197.1
Cravinhos,2017,48,113.03
Cravinhos,2018,1,156.51999999999998
Cravinhos,2018,10,300.05
Cravinhos,2018,12,60.85
Cravinhos,2018,15,132.95000000000002
Cravinhos,2018,18,119.80000000000001
Cravinhos,2018,20,29.75
Cravinhos,2018,28,47.32
Cravinhos,2018,29,218.28
Cravinhos,2018,3,57.2
Cravinhos,2018,30,223.72
Cravinhos,2018,31,190.85
Cravinhos,2018,32,48.75
Cravinhos,2018,33,51.88
Cravinhos,2018,4,468.0
Cravinhos,2018,7,290.72
Cravinhos,2018,8,162.34
Cravinhos,2018,9,264.28000000000003
Cravolandia,2017,31,187.83
Criciuma,2016,41,31.46
Criciuma,2017,10,218.57000000000002
Criciuma,2017,15,150.0
Criciuma,2017,17,384.93000000000006
Criciuma,2017,19,326.21
Criciuma,2017,21,39.6
Criciuma,2017,22,333.78
Criciuma,2017,25,171.38
Criciuma,2017,26,397.31000000000006
Criciuma,2017,27,117.85000000000001
Criciuma,2017,28,49.589999999999996
Criciuma,2017,29,269.18
Criciuma,2017,30,80.81
Criciuma,2017,32,50.16
Criciuma,2017,36,107.08
Criciuma,2017,40,377.53999999999996
Criciuma,2017,41,73.75999999999999
Criciuma,2017,45,1146.82
Criciuma,2017,47,1890.69
Criciuma,2017,48,495.03000000000003
Criciuma,2017,50,75.17
Criciuma,2017,51,121.09
Criciuma,2017,6,522.27
Criciuma,2017,7,106.87
Criciuma,2017,8,375.39
Criciuma,2018,10,55.69
Criciuma,2018,11,43.06
Criciuma,2018,12,960.13
Criciuma,2018,13,362.09000000000003
Criciuma,2018,14,71.72
Criciuma,2018,16,593.24
Criciuma,2018,17,330.85
Criciuma,2018,18,782.4899999999999
Criciuma,2018,19,190.26999999999998
Criciuma,2018,2,1523.9799999999998
Criciuma,2018,21,219.39
Criciuma,2018,22,50.1
Criciuma,2018,23,301.98
Criciuma,2018,25,270.91999999999996
Criciuma,2018,27,323.68
Criciuma,2018,29,214.63
Criciuma,2018,3,476.91999999999996
Criciuma,2018,30,1617.63
Criciuma,2018,31,475.03000000000003
Criciuma,2018,32,528.97
Criciuma,2018,33,275.51
Criciuma,2018,4,328.41999999999996
Criciuma,2018,5,2286.3
Criciuma,2018,6,235.92000000000002
Criciuma,2018,7,194.0
Criciuma,2018,8,108.28
Criciuma,2018,9,987.05
Crisolita,2017,41,49.1
Crisolita,2018,27,85.14
Crisopolis,2017,47,50.959999999999994
Crisopolis,2017,48,107.0
Crisopolis,2018,17,54.82
Crisopolis,2018,20,130.11
Crisopolis,2018,24,57.68
Crissiumal,2017,43,76.08
Crissiumal,2018,24,34.0
Crissiumal,2018,31,1437.15
Crissiumal,2018,33,243.11
Cristais,2017,45,91.18
Cristais,2018,21,113.77
Cristais Paulista,2017,39,352.98
Cristais Paulista,2018,16,114.77000000000001
Cristais Paulista,2018,17,59.550000000000004
Cristais Paulista,2018,19,191.58
Cristais Paulista,2018,26,73.34
Cristal,2018,14,397.02
Cristalandia,2017,10,864.69
Cristalandia,2018,17,167.93
Cristalia,2017,42,76.56
Cristalia,2017,46,215.16
Cristalina,2017,41,177.56
Cristalina,2017,46,37.230000000000004
Cristalina,2017,49,645.07
Cristalina,2018,10,105.28
Cristalina,2018,20,66.82
Cristalina,2018,29,107.78
Cristalina,2018,32,188.52
Cristalina,2018,6,128.01
Cristiano Otoni,2017,38,65.00999999999999
Cristina,2017,16,120.47
Cristina,2017,49,167.42000000000002
Cristina,2018,19,148.06
Cristina,2018,2,55.11
Cristina,2018,5,87.64
Cristopolis,2017,31,69.13
Cristopolis,2018,16,62.629999999999995
Cristopolis,2018,34,101.04
Crixas,2017,18,46.0
Crixas,2017,20,323.68
Crixas,2017,33,36.769999999999996
Crixas,2017,41,85.14
Crixas,2017,52,239.56
Crixas,2017,7,156.48
Crixas,2018,11,576.01
Crixas,2018,2,193.74
Crixas,2018,33,200.35
Croata,2017,47,157.44
Croata,2018,15,87.8
Crominia,2017,13,284.54
Crominia,2017,28,61.0
Cruz,2017,21,110.86
Cruz,2017,23,319.34
Cruz,2017,48,1027.97
Cruz,2017,52,117.46
Cruz,2018,1,227.73000000000002
Cruz,2018,17,279.6
Cruz,2018,25,147.13
Cruz,2018,29,215.11
Cruz Alta,2016,40,62.8
Cruz Alta,2017,10,77.66
Cruz Alta,2017,12,393.93
Cruz Alta,2017,23,54.1
Cruz Alta,2017,25,77.57
Cruz Alta,2017,27,75.07
Cruz Alta,2017,31,712.14
Cruz Alta,2017,33,393.93
Cruz Alta,2017,41,108.0
Cruz Alta,2017,45,86.17999999999999
Cruz Alta,2017,46,120.18
Cruz Alta,2017,47,85.14
Cruz Alta,2017,48,36.01
Cruz Alta,2017,51,87.86000000000001
Cruz Alta,2017,52,142.87
Cruz Alta,2017,9,90.17
Cruz Alta,2018,12,273.71999999999997
Cruz Alta,2018,13,74.11
Cruz Alta,2018,15,121.21000000000001
Cruz Alta,2018,19,67.6
Cruz Alta,2018,2,77.57
Cruz Alta,2018,20,44.1
Cruz Alta,2018,23,228.87
Cruz Alta,2018,25,35.0
Cruz Alta,2018,28,87.86
Cruz Alta,2018,31,156.19
Cruz Alta,2018,33,1937.49
Cruz Alta,2018,4,148.65
Cruz Alta,2018,5,380.97
Cruz Machado,2017,13,28.07
Cruz Machado,2017,35,55.0
Cruz das Almas,2017,12,201.92000000000002
Cruz das Almas,2017,13,119.29
Cruz das Almas,2017,18,94.12
Cruz das Almas,2017,2,171.12
Cruz das Almas,2017,21,99.7
Cruz das Almas,2017,26,323.46999999999997
Cruz das Almas,2017,31,113.4
Cruz das Almas,2017,36,42.78
Cruz das Almas,2017,4,141.69
Cruz das Almas,2017,42,59.69
Cruz das Almas,2017,46,55.489999999999995
Cruz das Almas,2017,51,99.3
Cruz das Almas,2017,7,267.18
Cruz das Almas,2018,1,402.02000000000004
Cruz das Almas,2018,12,57.06
Cruz das Almas,2018,14,149.96
Cruz das Almas,2018,2,45.79
Cruz das Almas,2018,25,57.58
Cruz das Almas,2018,26,47.68
Cruz das Almas,2018,27,57.82
Cruz das Almas,2018,3,36.78
Cruz das Almas,2018,30,113.4
Cruz das Almas,2018,5,176.76
Cruz das Almas,2018,6,54.82
Cruzalia,2017,40,207.29999999999998
Cruzalia,2018,2,68.05
Cruzeiro,2017,10,92.80000000000001
Cruzeiro,2017,14,116.44999999999999
Cruzeiro,2017,15,53.36
Cruzeiro,2017,16,69.73
Cruzeiro,2017,18,359.53
Cruzeiro,2017,26,299.2
Cruzeiro,2017,28,295.48
Cruzeiro,2017,30,135.29
Cruzeiro,2017,31,51.75
Cruzeiro,2017,33,47.0
Cruzeiro,2017,34,42.769999999999996
Cruzeiro,2017,36,527.6700000000001
Cruzeiro,2017,37,389.63
Cruzeiro,2017,38,900.17
Cruzeiro,2017,4,391.72999999999996
Cruzeiro,2017,40,167.96
Cruzeiro,2017,43,94.84
Cruzeiro,2017,45,28.020000000000003
Cruzeiro,2017,46,543.8199999999999
Cruzeiro,2017,47,102.87
Cruzeiro,2017,50,656.02
Cruzeiro,2017,8,128.28
Cruzeiro,2018,10,160.74
Cruzeiro,2018,13,35.0
Cruzeiro,2018,14,111.27000000000001
Cruzeiro,2018,15,70.91
Cruzeiro,2018,16,842.7
Cruzeiro,2018,17,82.23
Cruzeiro,2018,2,235.85999999999999
Cruzeiro,2018,20,428.09
Cruzeiro,2018,22,297.92
Cruzeiro,2018,28,183.8
Cruzeiro,2018,29,574.74
Cruzeiro,2018,31,397.1700000000001
Cruzeiro,2018,34,65.38
Cruzeiro,2018,4,25.86
Cruzeiro,2018,5,698.7399999999999
Cruzeiro,2018,6,297.44
Cruzeiro,2018,7,320.84000000000003
Cruzeiro,2018,8,79.03999999999999
Cruzeiro,2018,9,368.4
Cruzeiro da Fortaleza,2017,39,40.089999999999996
Cruzeiro da Fortaleza,2017,47,91.07000000000001
Cruzeiro do Oeste,2017,18,53.9
Cruzeiro do Oeste,2017,22,30.0
Cruzeiro do Oeste,2017,27,301.26
Cruzeiro do Oeste,2017,34,94.3
Cruzeiro do Oeste,2018,18,65.31
Cruzeiro do Oeste,2018,19,342.02
Cruzeiro do Oeste,2018,2,106.76
Cruzeiro do Oeste,2018,21,231.27
Cruzeiro do Oeste,2018,6,51.440000000000005
Cruzeiro do Sul,2017,17,181.51
Cruzeiro do Sul,2017,33,90.28
Cruzeiro do Sul,2017,47,60.28
Cruzeiro do Sul,2018,2,27.09
Cruzeta,2017,20,302.25
Cruzeta,2017,22,202.39
Cruzilia,2017,50,79.65
Cruzilia,2017,52,90.95
Cruzilia,2018,11,169.77
Cruzilia,2018,12,148.06
Cruzilia,2018,2,44.1
Cruzilia,2018,31,168.36
Cruzilia,2018,32,88.85000000000001
Cruzilia,2018,7,60.43
Cubatao,2017,10,43.58
Cubatao,2017,11,759.85
Cubatao,2017,16,161.77
Cubatao,2017,19,229.24
Cubatao,2017,20,283.06
Cubatao,2017,21,38.42
Cubatao,2017,23,158.17000000000002
Cubatao,2017,25,26.38
Cubatao,2017,27,61.72
Cubatao,2017,28,300.22
Cubatao,2017,29,150.39
Cubatao,2017,30,114.46000000000001
Cubatao,2017,31,25.31
Cubatao,2017,32,162.44
Cubatao,2017,34,45.91
Cubatao,2017,35,57.800000000000004
Cubatao,2017,37,63.26
Cubatao,2017,38,183.64000000000001
Cubatao,2017,39,47.129999999999995
Cubatao,2017,42,457.74
Cubatao,2017,44,3888.76
Cubatao,2017,45,472.40999999999997
Cubatao,2017,46,260.87
Cubatao,2017,47,443.57000000000005
Cubatao,2017,48,195.0
Cubatao,2017,5,52.26
Cubatao,2017,50,97.86999999999999
Cubatao,2017,51,223.10999999999999
Cubatao,2017,6,65.09
Cubatao,2017,9,65.89
Cubatao,2018,1,249.56000000000003
Cubatao,2018,10,251.08
Cubatao,2018,12,41.11
Cubatao,2018,14,32.769999999999996
Cubatao,2018,15,160.65
Cubatao,2018,16,59.31
Cubatao,2018,17,165.75
Cubatao,2018,18,118.28999999999999
Cubatao,2018,19,129.66
Cubatao,2018,2,55.78
Cubatao,2018,20,52.27
Cubatao,2018,21,61.78
Cubatao,2018,22,63.269999999999996
Cubatao,2018,23,125.1
Cubatao,2018,24,135.57999999999998
Cubatao,2018,25,271.25
Cubatao,2018,26,222.63
Cubatao,2018,27,306.25
Cubatao,2018,3,27.77
Cubatao,2018,30,98.34
Cubatao,2018,31,22.77
Cubatao,2018,32,292.14
Cubatao,2018,33,84.01
Cubatao,2018,34,101.84
Cubatao,2018,4,205.83
Cubatao,2018,5,124.59
Cubatao,2018,6,217.78
Cubatao,2018,8,353.95
Cubatao,2018,9,179.85000000000002
Cubati,2017,48,84.9
Cuiaba,2016,40,59.410000000000004
Cuiaba,2016,41,604.7399999999999
Cuiaba,2017,10,61.489999999999995
Cuiaba,2017,11,70.83
Cuiaba,2017,12,435.49
Cuiaba,2017,13,117.25999999999999
Cuiaba,2017,14,117.7
Cuiaba,2017,17,532.9
Cuiaba,2017,18,1596.34
Cuiaba,2017,19,183.85
Cuiaba,2017,20,108.73
Cuiaba,2017,22,65.69
Cuiaba,2017,23,458.06
Cuiaba,2017,24,307.47
Cuiaba,2017,27,71.86
Cuiaba,2017,28,467.02000000000004
Cuiaba,2017,29,185.2
Cuiaba,2017,30,42.91
Cuiaba,2017,32,190.20999999999998
Cuiaba,2017,33,833.1800000000001
Cuiaba,2017,34,337.52000000000004
Cuiaba,2017,35,478.9
Cuiaba,2017,36,579.87
Cuiaba,2017,37,202.04999999999998
Cuiaba,2017,38,543.45
Cuiaba,2017,39,880.0099999999999
Cuiaba,2017,40,304.13
Cuiaba,2017,41,528.03
Cuiaba,2017,42,712.29
Cuiaba,2017,43,91.97
Cuiaba,2017,44,134.98
Cuiaba,2017,45,293.35
Cuiaba,2017,46,215.43
Cuiaba,2017,47,516.6
Cuiaba,2017,48,524.5600000000001
Cuiaba,2017,49,954.99
Cuiaba,2017,5,127.63
Cuiaba,2017,50,108.1
Cuiaba,2017,51,167.49
Cuiaba,2017,52,245.33999999999997
Cuiaba,2017,6,746.35
Cuiaba,2017,8,302.27
Cuiaba,2017,9,531.96
Cuiaba,2018,1,178.01999999999998
Cuiaba,2018,10,741.82
Cuiaba,2018,11,616.75
Cuiaba,2018,12,1785.7199999999998
Cuiaba,2018,13,2527.12
Cuiaba,2018,14,149.31
Cuiaba,2018,15,570.52
Cuiaba,2018,16,919.0400000000001
Cuiaba,2018,17,1496.8899999999999
Cuiaba,2018,18,521.95
Cuiaba,2018,19,1999.11
Cuiaba,2018,2,367.26
Cuiaba,2018,20,496.88
Cuiaba,2018,21,56.959999999999994
Cuiaba,2018,22,118.92999999999999
Cuiaba,2018,23,1423.5299999999997
Cuiaba,2018,24,798.94
Cuiaba,2018,25,243.54999999999998
Cuiaba,2018,26,156.81
Cuiaba,2018,27,354.39
Cuiaba,2018,28,565.21
Cuiaba,2018,29,1113.24
Cuiaba,2018,3,431.62
Cuiaba,2018,30,1054.8200000000002
Cuiaba,2018,31,657.0
Cuiaba,2018,32,362.59999999999997
Cuiaba,2018,33,657.0300000000001
Cuiaba,2018,34,1102.59
Cuiaba,2018,4,188.10000000000002
Cuiaba,2018,5,171.99
Cuiaba,2018,6,214.82999999999998
Cuiaba,2018,7,1094.95
Cuiaba,2018,8,1948.39
Cuiaba,2018,9,477.95
Cuite,2017,33,287.15
Cuite,2017,49,74.74
Cuite Velho,2018,20,74.49
Cujubim,2017,14,110.11
Cujubim,2017,44,132.94
Cumari,2017,12,36.0
Cumari,2018,2,193.51
Cumaru,2018,13,237.86
Cunha,2017,10,113.71
Cunha,2017,14,311.84000000000003
Cunha,2017,30,80.82
Cunha,2017,35,24.84
Cunha,2017,37,83.46000000000001
Cunha,2017,48,50.93
Cunha,2018,1,71.82
Cunha,2018,14,444.92
Cunha,2018,15,67.06
Cunha,2018,20,353.73
Cunha,2018,23,438.48
Cunha,2018,30,60.989999999999995
Cunha,2018,34,1358.75
Cunha,2018,4,35.96
Cunha,2018,6,44.42
Cunha Pora,2017,25,102.26
Cunha Pora,2017,26,51.11
Cunha Pora,2017,3,336.65999999999997
Cunha Pora,2017,36,631.2
Cunha Pora,2017,40,102.26
Cunha Pora,2018,13,336.65999999999997
Cunha Pora,2018,14,390.90000000000003
Cunha Pora,2018,5,58.0
Curaca,2017,25,50.8
Curaca,2018,12,285.90999999999997
Curaca,2018,2,38.69
Curaca,2018,30,128.24
Curitiba,2016,40,255.12
Curitiba,2017,1,284.15
Curitiba,2017,10,2684.8299999999995
Curitiba,2017,11,263.46000000000004
Curitiba,2017,12,1752.6599999999999
Curitiba,2017,13,1454.6899999999998
Curitiba,2017,14,438.67
Curitiba,2017,15,1024.69
Curitiba,2017,16,867.3
Curitiba,2017,17,1256.2499999999998
Curitiba,2017,18,992.8499999999999
Curitiba,2017,19,2793.18
Curitiba,2017,2,887.3
Curitiba,2017,20,2659.1900000000005
Curitiba,2017,21,3759.3999999999996
Curitiba,2017,22,5418.389999999999
Curitiba,2017,23,1445.85
Curitiba,2017,24,2008.3399999999997
Curitiba,2017,25,757.72
Curitiba,2017,26,1285.8400000000001
Curitiba,2017,27,1645.0100000000002
Curitiba,2017,28,2782.06
Curitiba,2017,29,2153.91
Curitiba,2017,30,2564.12
Curitiba,2017,31,6835.5599999999995
Curitiba,2017,32,2000.1600000000003
Curitiba,2017,33,1980.99
Curitiba,2017,34,1204.23
Curitiba,2017,35,990.53
Curitiba,2017,36,3155.79
Curitiba,2017,37,2343.83
Curitiba,2017,38,2651.8799999999997
Curitiba,2017,39,2415.91
Curitiba,2017,4,732.71
Curitiba,2017,40,2577.1800000000003
Curitiba,2017,41,4377.8099999999995
Curitiba,2017,42,2498.42
Curitiba,2017,43,1554.5900000000001
Curitiba,2017,44,3833.3500000000004
Curitiba,2017,45,1894.85
Curitiba,2017,46,6846.76
Curitiba,2017,47,5594.99
Curitiba,2017,48,2956.7200000000003
Curitiba,2017,49,5066.76
Curitiba,2017,5,1005.74
Curitiba,2017,50,2097.12
Curitiba,2017,51,2721.92
Curitiba,2017,52,2368.4900000000002
Curitiba,2017,6,1490.66
Curitiba,2017,7,991.5100000000001
Curitiba,2017,8,1005.97
Curitiba,2017,9,693.98
Curitiba,2018,1,2392.41
Curitiba,2018,10,5832.41
Curitiba,2018,11,2756.55
Curitiba,2018,12,2315.18
Curitiba,2018,13,3894.2
Curitiba,2018,14,4048.0099999999993
Curitiba,2018,15,4777.879999999999
Curitiba,2018,16,5020.11
Curitiba,2018,17,5198.22
Curitiba,2018,18,6939.79
Curitiba,2018,19,11849.719999999998
Curitiba,2018,2,11535.88
Curitiba,2018,20,5860.9
Curitiba,2018,21,2116.53
Curitiba,2018,22,1690.37
Curitiba,2018,23,2550.94
Curitiba,2018,24,2985.96
Curitiba,2018,25,4304.32
Curitiba,2018,26,3392.3399999999997
Curitiba,2018,27,3203.87
Curitiba,2018,28,1367.49
Curitiba,2018,29,4304.03
Curitiba,2018,3,9649.220000000001
Curitiba,2018,30,1853.92
Curitiba,2018,31,3944.2800000000007
Curitiba,2018,32,3092.4900000000002
Curitiba,2018,33,5132.539999999999
Curitiba,2018,34,2350.66
Curitiba,2018,35,422.31
Curitiba,2018,4,2247.58
Curitiba,2018,5,3776.29
Curitiba,2018,6,4105.219999999999
Curitiba,2018,7,4694.129999999999
Curitiba,2018,8,6429.86
Curitiba,2018,9,2306.4100000000003
Curitibanos,2017,14,127.75
Curitibanos,2017,20,1333.25
Curitibanos,2017,33,75.53
Curitibanos,2017,35,95.72
Curitibanos,2017,36,82.64
Curitibanos,2017,43,55.09
Curitibanos,2017,46,47.16
Curitibanos,2017,50,286.24
Curitibanos,2018,1,64.1
Curitibanos,2018,13,95.21000000000001
Curitibanos,2018,14,35.0
Curitibanos,2018,15,403.5
Curitibanos,2018,23,33.089999999999996
Curitibanos,2018,24,144.94
Curitibanos,2018,25,128.53
Curitibanos,2018,3,117.85000000000001
Curitibanos,2018,33,71.53
Curitibanos,2018,34,57.68
Curitibanos,2018,8,75.17
Curiuva,2017,19,161.67000000000002
